Régimen y estado;Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2024M03;899
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2024M02;1.050
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2024M01;1.154
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M12;929
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M11;1.037
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M10;949
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M09;845
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M08;1.002
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M07;966
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M06;1.112
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M05;1.101
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M04;855
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M03;1.143
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M02;1.019
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2023M01;1.019
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M12;824
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M11;973
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M10;918
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M09;981
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M08;966
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M07;931
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M06;1.091
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M05;1.014
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M04;833
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M03;1.068
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M02;850
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2022M01;882
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M12;784
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M11;777
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M10;747
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M09;810
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M08;740
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M07;849
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M06;815
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M05;805
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M04;721
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M03;814
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M02;812
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2021M01;732
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M12;649
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M11;843
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M10;770
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M09;799
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M08;610
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M07;652
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M06;547
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M05;341
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M04;417
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M03;534
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M02;728
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2020M01;737
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M12;610
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M11;621
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M10;635
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M09;540
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M08;547
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M07;780
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M06;622
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M05;918
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M04;842
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M03;689
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M02;761
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2019M01;772
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M12;554
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M11;738
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M10;761
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M09;745
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M08;817
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M07;849
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M06;677
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M05;637
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M04;748
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M03;749
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M02;711
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2018M01;939
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M12;605
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M11;650
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M10;700
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M09;642
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M08;662
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M07;709
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M06;654
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M05;750
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M04;593
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M03;695
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M02;577
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2017M01;603
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M12;458
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M11;620
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M10;539
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M09;483
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M08;556
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M07;527
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M06;553
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M05;536
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M04;532
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M03;504
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M02;599
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2016M01;507
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M12;517
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M11;468
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M10;456
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M09;478
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M08;504
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M07;434
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M06;432
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M05;460
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M04;393
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M03;442
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M02;428
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2015M01;497
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M12;385
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M11;395
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M10;470
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M09;461
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M08;397
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M07;453
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M06;390
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M05;441
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M04;333
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M03;318
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M02;418
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2014M01;436
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M12;390
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M11;307
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M10;345
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M09;312
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M08;307
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M07;308
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M06;328
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M05;426
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M04;341
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M03;332
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M02;740
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2013M01;794
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M12;475
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M11;488
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M10;539
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M09;464
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M08;526
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M07;510
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M06;455
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M05;533
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M04;438
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M03;650
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M02;783
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2012M01;750
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M12;481
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M11;543
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M10;446
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M09;526
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M08;504
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M07;598
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M06;592
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M05;621
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M04;497
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M03;821
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M02;1.342
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2011M01;956
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M12;722
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M11;573
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M10;579
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M09;891
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M08;1.126
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M07;928
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M06;778
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M05;874
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M04;695
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M03;871
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M02;895
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2010M01;875
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M12;719
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M11;793
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M10;668
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M09;871
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M08;712
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M07;786
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M06;753
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M05;697
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M04;734
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M03;748
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M02;668
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2009M01;667
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M12;835
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M11;780
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M10;1.031
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M09;1.122
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M08;886
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M07;1.096
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M06;1.237
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M05;1.225
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M04;1.310
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M03;1.210
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M02;1.367
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2008M01;1.318
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M12;873
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M11;1.338
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M10;1.486
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M09;1.522
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M08;1.366
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M07;1.243
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M06;1.387
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M05;1.767
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M04;1.576
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M03;1.655
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M02;1.609
Viviendas: Total;Total Nacional;03 Asturias, Principado de;;2007M01;1.855
Viviendas: Total;Total Nacional;04 Balears, Illes;;2024M03;866
Viviendas: Total;Total Nacional;04 Balears, Illes;;2024M02;1.098
Viviendas: Total;Total Nacional;04 Balears, Illes;;2024M01;1.203
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M12;955
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M11;1.221
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M10;1.013
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M09;1.081
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M08;980
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M07;1.248
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M06;1.310
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M05;1.401
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M04;1.003
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M03;1.419
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M02;1.224
Viviendas: Total;Total Nacional;04 Balears, Illes;;2023M01;1.347
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M12;1.254
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M11;1.469
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M10;1.443
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M09;1.485
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M08;1.573
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M07;1.386
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M06;1.499
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M05;1.691
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M04;1.247
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M03;1.937
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M02;1.423
Viviendas: Total;Total Nacional;04 Balears, Illes;;2022M01;1.406
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M12;1.430
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M11;1.525
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M10;1.289
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M09;1.306
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M08;1.510
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M07;1.106
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M06;1.125
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M05;1.049
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M04;933
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M03;969
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M02;996
Viviendas: Total;Total Nacional;04 Balears, Illes;;2021M01;930
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M12;807
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M11;876
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M10;804
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M09;902
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M08;1.009
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M07;728
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M06;661
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M05;667
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M04;742
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M03;992
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M02;1.216
Viviendas: Total;Total Nacional;04 Balears, Illes;;2020M01;1.280
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M12;1.007
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M11;1.046
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M10;1.148
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M09;1.056
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M08;1.042
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M07;1.271
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M06;1.063
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M05;1.535
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M04;1.027
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M03;1.168
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M02;1.160
Viviendas: Total;Total Nacional;04 Balears, Illes;;2019M01;1.402
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M12;1.032
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M11;1.193
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M10;1.172
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M09;1.226
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M08;1.270
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M07;1.614
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M06;1.324
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M05;1.459
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M04;1.190
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M03;1.237
Viviendas: Total;Total Nacional;04 Balears, Illes;;2018M02;1.307
