Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M03;30.435
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M02;19.812
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2018M01;18.415
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M12;36.246
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M11;23.358
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M10;33.675
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M09;28.229
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M08;50.177
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M07;30.332
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M06;25.678
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M05;21.020
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M04;38.235
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M03;19.873
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M02;16.307
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2017M01;16.145
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M12;27.350
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M11;18.747
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M10;27.723
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M09;23.565
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M08;48.371
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M07;31.146
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M06;23.319
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M05;19.753
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M04;19.311
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M03;24.047
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M02;13.319
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2016M01;13.346
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M12;26.652
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M11;15.556
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M10;25.543
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M09;18.846
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M08;46.091
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M07;27.441
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M06;18.667
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M05;19.521
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M04;22.667
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M03;13.055
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M02;9.834
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2015M01;9.451
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M12;19.847
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M11;15.396
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M10;21.148
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M09;18.451
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M08;42.640
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M07;25.277
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M06;20.410
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M05;19.327
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M04;22.995
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M03;11.928
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M02;8.838
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2014M01;9.667
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M12;16.586
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M11;17.194
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M10;16.114
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M09;17.183
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M08;41.374
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M07;25.422
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M06;16.429
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M05;16.302
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M04;9.972
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M03;17.765
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M02;7.214
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2013M01;7.266
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M12;13.680
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M11;11.903
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M10;13.104
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M09;10.338
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M08;25.814
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M07;15.142
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M06;13.590
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M05;10.303
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M04;17.667
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M03;11.803
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M02;6.686
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2012M01;4.935
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M12;15.746
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M11;8.241
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M10;15.422
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M09;13.212
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M08;34.168
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M07;20.191
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M06;12.627
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M05;11.131
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M04;18.739
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M03;8.375
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M02;7.685
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2011M01;7.210
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M12;14.910
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M11;10.058
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M10;20.035
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M09;12.031
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M08;27.174
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M07;15.056
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M06;9.973
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M05;11.231
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M04;18.056
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M03;11.448
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M02;6.926
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2010M01;6.078
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M12;12.995
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M11;8.327
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M10;14.459
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M09;9.051
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M08;23.975
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M07;16.609
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M06;12.544
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M05;12.483
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M04;18.330
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M03;9.843
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M02;5.777
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2009M01;4.776
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M12;10.128
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M11;7.944
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M10;9.188
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M09;7.023
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M08;19.938
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M07;13.350
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M06;11.486
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M05;13.554
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M04;8.287
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M03;13.338
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M02;6.186
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2008M01;4.934
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M12;11.565
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M11;10.759
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M10;13.506
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M09;12.781
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M08;21.927
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M07;16.701
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M06;11.708
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M05;8.435
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M04;15.054
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M03;7.481
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M02;6.252
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2007M01;5.163
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M12;9.784
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M11;6.532
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M10;8.478
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M09;9.509
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M08;18.039
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M07;9.147
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M06;3.550
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M05;3.763
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M04;6.770
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M03;3.828
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M02;3.368
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2006M01;3.141
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M12;4.824
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M11;3.430
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M10;4.972
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M09;5.736
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M08;11.167
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M07;6.621
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M06;3.832
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M05;4.918
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M04;4.240
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M03;4.986
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M02;2.874
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2005M01;3.758
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M12;4.642
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M11;3.341
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M10;5.729
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M09;5.590
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M08;11.526
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M07;5.764
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M06;3.048
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M05;4.088
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M04;5.368
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M03;3.174
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M02;2.633
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2004M01;3.289
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M12;3.878
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M11;3.364
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M10;3.397
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M09;4.284
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M08;10.100
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M07;4.325
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M06;3.260
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M05;2.991
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M04;3.460
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M03;2.246
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M02;1.763
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2003M01;1.685
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M12;2.170
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M11;2.457
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M10;2.292
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M09;2.700
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M08;6.654
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M07;4.043
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M06;2.052
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M05;2.181
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M04;1.506
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M03;2.511
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M02;1.303
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2002M01;1.299
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M12;1.296
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M11;1.638
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M10;1.399
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M09;2.644
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M08;5.429
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M07;2.218
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M06;1.518
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M05;1.285
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M04;1.568
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M03;1.149
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M02;964
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;08 Castilla - La Mancha;Total;;Pernoctaciones;2001M01;1.081
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M06;631.097
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M05;465.027
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M04;290.866
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;09 Cataluña;Total;;Pernoctaciones;2024M03;265.425
